English_sentences,Balochi_sentences
"You'll feel better tomorrow, I promise.","Wádah ent, bándá taw máray ke sharterán."
"You'll feel better tomorrow, I promise.","Wádah ent, bándá taw máray ke gehterán."
Your examination results are excellent.,Tai chakkásay ásar zabardast ant.
Your reaction wasn't surprising at all.,Tai radde amal hayráni gappé nayat.
This was seventeen years old young boy.,É abdah sáli warnáén bachakké at.
This airplane is twenty five years old.,É báligorábay omr bist o panch sál ent.
He had taken black board to the school.,Áiá bórdh eskólá bortag at.
She is 1st woman who went to the space.,Á 1li janén ent ke kelahá shot.
Costa Rica defeated Czech by 8 wickets.,Kóstá Rikáyá Chék 8 Wakethá babá dát.
Ghana beat French Polynesia by 9 goals.,Gánahá Paránsi Pólinéshiah 9 gólá kath et.
Yesterday was September 1st and Monday.,Zi Satambaray 1li róch o Doshambeh butag.
All you need to do is listen carefully.,Tará bass sharriá gósh dárag pakár ent.
Are you sure you don't need to do that?,Taw deljamay ke tará chó kanag pakár naent?
Don't give up. You still have a chance.,Hemmatá dawr maday. Tará angat móhé hast.
I don't want to tell them why I'm late.,Man nalóthán ke áyán begoshán gón ke maná parchá dér bitag.
I need more time to finish my homework.,Maná pa wati lókáray kotthénagá géshter wahd pakár ent.
I want to know why I needed to do that.,Man zánag lóthán ke maná parchá chó kanag pakár but.
There are a few shops next to my house.,Mani gesay kashá chandé dokkán hast.
There are a lot of students in the gym.,Wardeshgáhá báz táleb hast.
There were a lot of people in the room.,Kóthiá báz mardom atant.
Tom wanted to know where Mary had been.,Thámá zánag lóthet ke Maryam kojá bitag.
Tom was the last one to see Mary alive.,Thám goddhi mardom at ke Maryami zendagá dist.
We need to communicate with each other.,Márá gón yakk o domigá hál o ehwál kanag pakár ent.
What he said would happen has happened.,"Anchó ke áiá gosht ke bit, hamá paym bitag."
"Without your advice, I would've failed.","Bé tai sójá, man bésób bitagatán."
You made the same mistake as last time.,Taw hamá pésari randay radi kot.
"He will go to Tokyo tomorrow, won't he?","Á bándá Thókyóá rawt, genday?"
I don't want to tell them why I'm late.,Man nalóthán ke áyán bogoshán gón ke maná parchá dér bitag.
I was supposed to tell Tom where to go.,Maná Thámárá bogoshtén ke kojá boraw.
Try it and tell me what it tastes like.,Eshiá bechár o maná bogosh gón ke che tám kant.
Are you sure you don't need to do that?,Taw deljam ay ke tará chó kanag pakár naent?
I'm pretty sure that's how it happened.,Man jazm án ke é hamé paymá but.
I'm sure I'll find a good gift for Tom.,Man jazm án ke maná pa Thámá sharrén sawgáté dast kapit.
I'm totally against capital punishment.,Man margay shezáay chath heláp án.
"You'll feel better tomorrow, I promise.","Wádah ent, bándá taw máray ke gehter án."
It seems to me that something is wrong.,Maná anchosh gomán bit ke chizzé rad ent.
Extolling you at your face is flattery.,Tai démá tai tósip kanag chábalusi ent.
Right of vote is backbone of democracy.,Hakkay darsháni jamuri atay serénay haddh ent.
What sort of assurance can you provide?,Taw eshiay ché zamánat day?
I hope you will follow my instructions.,Maná omét ent taw mani sar o sóján kár kanay.
Idleness is the root cause of all ills.,Sosti drostén nádráhiáni rótag ent.
The separatists claimed responsibility.,Gestái lóthókán zemmahwári kabul kot.
I have completed my six month training.,Man wati shash máhay hélkári sarjam kotag.
He scored a magnificent goal yesterday.,Áiá zi jwánén gólé dát.
The athlete retired after the Olympics.,Gwáziger cha Ólampeká pad kárnesht but.
They are building a new sports complex.,Á nókén gwázijáhé addh kanagá ant.
She broke the national swimming record.,Áiá ózhnágay ráji rekhárdh prósht.
The sports industry is growing rapidly.,Layb o gwázíay károbár goshádiá rodán ent.
The championship trophy is pure silver.,Champinshep kap sarjamá nograh ent.
He is the youngest player on the field.,Á maydánay kasterén gwáziger ent.
She is an exceptional badminton player.,Á bádhmenthanay jwánén gwázigeré.
The match referee received many awards.,Bázíay bázíwáná báz enám raset.
She is recovering from her knee injury.,Áiay wati kóndhay thappá dráh bayagá ent.
The opposition player was disqualified.,Démi thímay gwáziger kasshag but.
She teaches children how to play chess.,Á gwandhuán shatranjay laybá wánénit.
She is training for the national games.,Á pa ráji laybán hélkári kanagá ent.
The sports club provides free training.,Gwázi kalab mopt hélkári dant.
She is a well-known sports commentator.,Á layb o gwáziay sharrén tránkáré.
The sports news will be updated hourly.,Layb o gwáziay hál hamokk kaláká nókáz bant.
He won the national chess championship.,Áiá shatranjay ráji champinshep katthet.
Early marriage limits a girl's freedom.,Kasán omrén sir jenekkáni ájuiá hadd o band kanant.
Early marriage is a violation of youth.,Kasániay sir warnáiay pádmáli ent.
Early marriage stops economic progress.,Kasániay sir ektesádi démrawiá ósht ámách kant.
Early marriage causes emotional stress.,Kasán omrén sir jazbagi érjigi pédá kant.
The conflict broke out four months ago.,Chár máh pésar jang bená butagat.
Traffic will start flowing immediately.,thrépekay aw o á zitt bendát bit.
De-mining operations will be conducted.,Bárudi sorongáni sáp kanagay kár barjam bant.
Waivers for oil exports will be issued.,Thélay dhanná baragay parmán sheng bant.
The MoU was signed at a post-G7 dinner.,Em o Yu G7ay shámá pad daznám butag.
All of my grandparents are still living.,Mani drostén pirok o ballok angat zendagant.
All you have to do is tell Tom to leave.,Tai kár bass hamésh ent ke Thámá begosh boraw.
"Because of the bad weather, I didn't go.","Harábén mósomay sawabá, man nashotán."
Can you translate English into Japanese?,Taw engréziá mán Jápániá rajánk kot kanay?
Children begin school at the age of six.,Zahg shash sálay omrá eskólá rawag shoru kanant.
Children begin school at the age of six.,Chokk shash sálay omrá eskólá rawag shoru kanant.
Could I get a little piece of that cake?,Maná chará kéká chondhé rasit?
Could you give me a ride to the station?,Taw maná sawár kanay o esthéshaná baray?
Darwin changed the way we see the world.,Dhárwená donyá árá cháragay may wadh badal kot.
Did you practice the piano this morning?,Taw marchi sabáhá pyánaway tamrin kot?
Do you have the time to drink something?,Tai kerrá wahd hast ke chizzé bewaray?
Do you know if he's coming to the party?,Taw zánay bárén á marágahá pédák ent?
Do you know where the police station is?,Taw zánay polis esthéshan kojá ent?
Do you know who invented the microscope?,Taw zánay hirtgend kayá addh kotag?
Do you really think that Tom won't come?,Tai hayálá pakká Thám nayt?
Do you think this book is worth reading?,Tai hayálá é ketáb wánag karzit?
Don't forget to put it on your schedule.,Eshiá wati barnámagá mán kanagá béhál mabay.
Don't forget to put it on your schedule.,Eshiá wati barnámagá mán kanagá béhál mabi.
Either you or I must attend the meeting.,Tará yá maná diwáná rawagi ent.
English has many loan words from French.,Engréziá Paránsiay bázén wámgálé mán.
Few people know anything about the plan.,Shawray bábatá sakk kammok mardom zánt.
Few people know anything about the plan.,Shawray bárawá sakk kammok mardom zánt.
God never forgets even a small kindness.,Hodá kasánén mehrabániéá ón hejbar béhál nabit.
God never forgets even a small kindness.,Hodá kasánén mehrabániéá ham beh béhál nabit.
Have you ever been to the United States?,Taw daninga Amrikahá shotagay?
Have you ever been to the United States?,Taw beh Amrikahá shotagay?
Have you finished your homework already?,Taw cha pésará wati lókár halás kotagant?
He fell in love with her at first sight.,Á awali negáhá áiay mehrá gereptár but.
He fell in love with her at first sight.,Áiá awali negáhá gón áiá mehr but.
He has been warned on several occasions.,Á chandé bará habardár kanag butag.
He has refused to return from Macedonia.,Áiá cha Makdóniahá wátarri áshá kotag.
He loves writing articles for Wikipedia.,Áiá pa wekipédhiá á nebeshtánkay nebisag wassh bit.
He loves writing articles for Wikipedia.,Áiá pa Wekipédhiáyá nebeshtánkay nebeshtah kanag wassh bit.
He only paid ten dollars for that shirt.,Áiá paré pashká bass dah dhálar dát.
He seemed disappointed with the results.,goshay á cha é ásará delprósh at.
He seemed disappointed with the results.,goshay á charé ásará delprósh at.
He was covered in mud from head to foot.,Á sará dán pádán lechá mén at.
He was hit by a car and died right away.,Á kárgádhiéá jat o damáná mort.
He was hit by a car and died right away.,Á gádhiéá jat o damáná mort.
He will hire someone who speaks English.,Á anchéné keréhay sará dárit ke engréziá gapp jant.
He will hire someone who speaks English.,Á anchéné keréh kant ke Engréziá gapp jant.
"He's very honest, so we can rely on him.","Á sakkén imándáré, pameshká má áiay sará óst kot kanén."
Her ambition is to become an ambassador.,Áiay wáhag ent ke sapiré bebayán.
Her ambition is to become an ambassador.,Áiay wáhag ent ke sapiré bebán.
His wife goes with him wherever he goes.,Á harjágah rawt lógbánoky rawt gón.
His wife goes with him wherever he goes.,Á harjágah rawt jany rawt gón.
How many people did you see in the park?,Taw párká chinchok mardom dist?
How many schools are there in your city?,Tai shahrá chinchok eskól hast?
Humans were never meant to live forever.,Ensán bayagay morád é nabutag ke dáem zendag bebit.
I am thinking of going to the mountains.,Man hayál kanagá án ke kóhá borawán.
I assume the two of you know each other.,Man delá goshtag shomá doén yakké domigá zánay.
I can speak French about as well as Tom.,Man kamm o gésh Thámay paymá Paránsiá sharr gapp jat kanán.
I can't believe I'm sitting next to Tom.,Maná báwar nakant ke man Thámay kashá neshtagán.
I can't remember where I parked the car.,Maná hósh nakant ke man gádhi kojá óshtárént.
I can't remember where I parked the car.,Maná yát naent ke man gádhi kojá óshtárént.
I don't feel like eating anything today.,Marchi mani del hecch warag nakasshit.
I don't for a moment doubt your honesty.,Maná tai imándáriay sará toshé shakk nést.
I don't have the time to read that book.,Mani kerrá pa á ketábay wánagá wahd nést.
I don't know if I'll have time to do it.,Nazánán bárén maná eshiay kanagá wahd rasit yá na.
I don't know this neighborhood too well.,Man é métagá sharriá nazánán.
I don't think Tom would want to do that.,Maná nalaggit ke Thám chó kanag lóthit.
I don't think you'll be able to do that.,Mani hayálá taw chó kot nakanay.
I don't understand this question at all.,Man é jostá hecch sarpad nabayán.
I don't understand this question at all.,Man é jostá hecch sarpad nabán.
I have never seen a yellow refrigerator.,Man zardén peréj beh nadistag.
I have no words to express my gratitude.,Mani kerrá pa shogrgozáriay darshán kanagá labz nést.
I heard my mother singing in the shower.,Man eshkot ke mani mát ján shódagay wahdá sawt janagá at.
I liked the room overlooking the valley.,Maná hamá kóthi dóst but ke chódá daragay nedárag gendag bit.
I really wasn't expecting that from you.,Rásti maná cha taw é omét nabutag.
I remember hearing that music somewhere.,Maná yát ent é sáz man jágahé eshkotag.
I thank you from the bottom of my heart.,Man cha delay johlánkián tai mennatwár án.
I thought that you'd found someone else.,Man gosht balkén tará degeré dast kapit.
"I was very careful, but I caught a cold.","Man sakk hayáldári kot, bale angat maná passhánká gept."
"I was very careful, but I caught a cold.","Man sakk sambáli kot, bale angat maná passhánká gept."
